gvkey,tic,cusip,conm,cik
180257,FAN,33736G106,FIRST TRUST GLOBAL WIND ETF,
180259,HQU.,08662F108,BETAPRO NASDAQ-100 2X DA ETF,
180260,HSD.,08664D309,BETAPRO S&P 500 -2X DAIL ETF,
180261,HQD.,08662N408,BETAPRO NASDAQ-100 -2X D ETF,
180262,HSU.,08663L104,BETAPRO S&P 500 2X DA BU ETF,
180267,CBGL,13767G100,CANNABIS GLOBAL INC,1413488
180272,BKI,09215C105,BLACK KNIGHT INC,1627014
180275,MKTDF,24380K402,DEEPMARKIT CORP,1698132
180296,VICA,75063R106,RAFINA INNOVATIONS INC,1402737
180304,WOOD,464288174,ISHARES GBL TIMBER/FORST ETF,
180306,ICLN,464288224,ISHARES GLBL CLEAN ENRGY ETF,
180328,VT,922042742,VANGUARD TOTAL WORLD STK ETF,
180330,OBGRF,68556N104,ORBIT GARANT DRILLING INC,
180345,RSSS,761025105,RESEARCH SOLUTIONS INC,1386301
180353,NTGSF,38116P105,GOLDEN PREDATOR MINING CORP,1676595
180363,ALIM,016259202,ALIMERA SCIENCES INC,1267602
180367,AYASF,05466C109,AYA GOLD & SILVER INC,1826836
180381,YGTFF,38076F105,GOLD TERRA RESOURCE CORP,1595332
180387,TBCRF,88709B104,TIMBERCREEK FINANCIAL CORP,
180392,KVLQF,92025V109,VALORE METALS CORP,1439604
180401,KGEI,50043K406,KOLIBRI GLOBAL ENERGY INC,1477081
180405,ATVI,00507V109,ACTIVISION BLIZZARD INC,718877
180413,DL,16944W104,CHINA DISTANCE EDUCATION-ADR,1438644
180423,TREE,52603B107,LENDINGTREE INC,1434621
180435,AFK,92189F866,VANECK AFRICA INDEX ETF,
180437,ARGEF,04014T102,ARGEX TITANIUM INC,1612932
180443,GULF,97717X305,WISDOMTREE MIDDLE EAST DIV,
180445,TGLDF,75974M105,RENEGADE GOLD INC,2019890
180450,SLMFF,83423L108,SOLIS MINERALS LTD,1508428
180464,LAAC,53681K100,LITHIUM AMERS (ARGENTINA) CP,1440972
180466,JBT,477839104,JOHN BEAN TECHNOLOGIES,1433660
180474,ZWS,98983L108,ZURN ELKAY WATER SOLUTI CORP,1439288
180483,BERY,08579W103,BERRY GLOBAL GROUP INC,1378992
180506,LUCRF,54928Q108,LUCARA DIAMOND CORP,
180562,RRTS,76973Q204,ROADRUNNER TRANS SYSTEMS INC,1440024
180574,RYES,76760M200,RISE GOLD CORP,1424864
180597,STRI,78478V209,STR HOLDINGS INC,1473597
180599,AGDXF,037180106,ANTIOQUIA GOLD INC,
180635,CLDPQ,18911Q102,CLOUD PEAK ENERGY INC,1441849
180646,MYRG,55405W104,MYR GROUP INC,700923
180652,VRSK,92345Y106,VERISK ANALYTICS INC,1442145
180665,DRNE.1,26299S939,DRONE AVIATION HOLDING -OLD,
180669,AAXJ,464288182,ISHARES MSCI AC ASIA EX JAPN,
180678,NXGCF,65345V108,NEXGOLD MINING CORP,1431922
180681,ABBB,050254101,AUBURN BANCORP INC,1428802
180683,IBIO,451033708,IBIO INC,1420720
180690,RCON,G7415M132,RECON TECHNOLOGY LTD,1442620
180695,BHLL,120613203,BUNKER HILL MINING CORP,1407583
180707,IGREF,46433A206,ISHARES GLOBAL REA ES IN ETF,
180711,AVGO,11135F101,BROADCOM INC,1730168
180723,CIF.,46433R100,ISHARES GBL INFRASTRUCTURE,
180734,CHND,169431103,CHINA MEDIA INC,1434674
180749,BLPG,09568Q305,BLUE LINE PROTECTION GROUP,1416697
180759,SAUC,25532M105,DIVERSIFIED RESTAURANT HLDGS,1394156
180763,HAP,92189F841,VANECK NATURAL RESOURCES ETF,
180812,PGXPF,705646503,PELANGIO EXPLORATION INC,1590252
180821,ASCMA,043632108,ASCENT CAPITAL GROUP INC,1437106
180822,MHH,57633B100,MASTECH DIGITAL INC,1437226
180840,PAGG,46138E685,INVESCO GLOBAL AGRICULTR ETF,
180843,PSAU,46138E677,INVESCO GBL GOLD & PR MT ETF,
180866,MYOS,62857P108,MYOS RENS TECHNOLOGY INC,
180899,GWTI,39679T104,GREENWAY TECHNOLOGIES INC,1572386
180905,RST,777780107,ROSETTA STONE INC,1351285
180937,TRNX,876214206,TARONIS TECHNOLOGIES,1353487
180940,LBCMF,53014U700,LIBERO COPPER & GOLD CORP,1580110
180942,DUK5,264429002,DUKE ENERGY CAROLINAS LLC,30371
180948,AIRRF,05156F107,AURION RESOURCES LTD,1476573
180958,FSFG,33621E109,FIRST SAVINGS FINANCIAL GP,1435508
181070,SNWV,80303D107,SANUWAVE HEALTH INC,1417663
181104,MDRX,01988P108,VERADIGM INC,1124804
181105,TNEYF,87505Y409,TAMARACK VALLEY ENERGY LTD,
181256,VRUS,92537A205,VERUS INTERNATIONAL INC,1430523
181269,GPRE,393222104,GREEN PLAINS INC,1309402
181272,RBLD,33736M103,FIRST TR ALERN US NXTGN INFR,
181273,PXR,46138E792,INVESCO EMRG MKT INFRSTC ETF,
181290,DMRC,25381B101,DIGIMARC CORP,1438231
181309,RPMT,759141104,REGO PAYMENT ARCHITECTES INC,1437283
181327,FURY,36117T100,FURY GOLD MINES LTD,1514597
181359,MNGGF,60936L106,MONGOLIA GROWTH GROUP LTD,1537851
181515,ANCB,032838104,ANCHOR BANCORP/WA,1448301
181618,CYMBF,23257X109,CYMBRIA CORP,
181649,FAS,25459Y694,DIREXION DAILY FINL BULL 3X,
181650,FAZ,25460E240,DIREXION DAILY FINL BEAR 3X,
181651,TZA,25460E232,DIREXION DAILY SM CP BEAR 3X,
181652,TNA,25459W847,DIREXION DAILY SM CP BULL 3X,
181653,SPXS,25460E265,DIREXION DAILY SP500 BEAR 3X,
181654,SPXL,25459W862,DIREXION DAILY SP500 BULL 3X,
181655,ERY,25460G179,DIREXION DLY EN BEAR 2X SHRS,
181656,ERX,25460G609,DIREXION DLY EN BULL 2X SHRS,
181699,SUB,464288158,ISHARES ST NATL MUNI BD ETF,
181700,AOM,464289875,ISHARES CORE MODERATE ALLOC,
181701,AOR,464289867,ISHARES CORE GROWTH ALLOC FD,
181702,AOK,464289883,ISHARES CORE CONSERV ALLOCN,
181703,AOA,464289859,ISHARES CORE AGGRESSIV ALLOC,
181704,AGZ,464288166,ISHARES AGENCY BOND ETF,
181745,CCLP,12637A103,CSI COMPRESSCO LP,1449488
181774,RWW,46138G680,INVESCO S&P FINNCLS RVNU ETF,
181775,CIBY,12543Y104,CIBL INC,
181800,MMEX,55314K506,MMEX RESOURCES CORP,1440799
181804,ADLRF,C01097101,ALARIS EQUITY PARTNERS INCOM,
181820,FSBW,30263Y104,FS BANCORP INC,1530249
181827,PSR,46090A101,INVESCO ACTIVE U.S. REL EST,
181837,RIHC,776767105,RORINE INTL HOLDING CORP,1423586
181871,YCS,74347W569,PROSHARES ULTRASHORT YEN,
181872,EUO,74347W882,PROSHARES ULTRASHORT EURO,
181873,SCO,74347Y797,PROSHARES ULTSH DJ-UBS CRUDE,
181875,YCL,74347W270,PROSHARES ULTRA YEN,
181876,ULE,74347W874,PROSHARES ULTRA EURO,
181877,UCO,74347Y888,PROSHARES ULTRA BLOOMB CRUDE,
181900,REPCF,76027P400,REPLICEL LIFE SCIENCES INC,1205059
181911,UGL,74347W601,PROSHARES ULTRA GOLD,
181912,GLL,74347W395,PROSHARES ULTRASHORT GOLD,
181913,ZSL,74347Y847,PROSHARES ULTRASHORT SILVER,
181914,AGQ,74347W353,PROSHARES ULTRA SILVER,
181931,CLW,18538R103,CLEARWATER PAPER CORP,1441236
181970,RNGE,56089M107,RANGE IMPACT INC,1438943
181989,SLCA,90346E103,U S SILICA HOLDINGS INC,1524741
182023,ONCSQ,68234L405,ONCOSEC MEDICAL INC,1444307
182090,TECL,25459W102,DIREXION DAILY TECH BULL 3X,
182091,TECS,25460G393,DIREXION DAILY TECH BEAR 3X,
182092,EDC,25490K281,DIREXION DAILY MSCI EMG MKTS,
182093,EDZ,25460E547,DIREXION DAILY MSCI EME MARK,
182094,DZK,25459W789,DIREXION DAILY DVLP BULL 3X,
182095,DPK,25459Y355,DIREXION DAILY MSCI DEV MKTS,
182104,LOONF,543512305,LOON ENERGY CORP,
182112,ZVOI,98979V102,ZOVIO INC,1305323
182169,NRBT,67011H207,NOVUS ROBOTICS INC,1388180
182172,GMGI,381098300,GOLDEN MATRIX GROUP INC,1437925
182190,MIDZ,25460E117,DIREXION DAILY MD CP BEAR 3X,
182191,MIDU,25459W730,DIREXION DAILY MD CP BULL 3X,
182258,IDX,92189F833,VANECK INDONESIA INDEX ETF,
182284,IGOV,464288117,ISHARES INTL TREASURY BD ETF,
182285,ISHG,464288125,ISHARES 1-3 YR INTL TRSY ETF,
182308,MDSO,58471A105,MEDIDATA SOLUTIONS INC,1453814
182309,ORKA,687604108,ORUKA THERAPEUTICS INC,907654
182316,SPMB,78464A383,SPDR PORTFOLIO MORTGA BA ETF,
182317,BWZ,78464A334,SPDR BLOOMBERG SHORT TER ETF,
182366,HLCO,88336Y105,HEALING COMPANY INC (THE),1441082
182386,PRB,92189F510,VANECK VECTORS PRE-REF MUNI,
182392,BONXF,09852X701,BONTERRA RESOURCES INC,1544770
182395,BKUH,057586208,BAKHU HOLDINGS CORP,1440153
182401,HYD,92189H409,VANECK HIGH YIELD MUNI ETF,
182405,GXG,37954Y327,GLOBAL X MSCI COLOMBIA ETF,
182417,SPIB,78464A375,SPDR PTFL INT TRM COR BD ETF,
182422,MVNC,097824205,MARVION INC,1439264
182497,KANP,48282H308,KAANAPALI LAND LLC,1230058
182501,MCVT,59982U200,MILL CITY VENTURES III LTD,1425355
182539,ORZCF,68616T109,OREZONE GOLD CORP,1482601
182550,NUW,670695105,NUVEEN AMT-FREE MUNI VL FD,1450445
182551,CLAYF,46433Q102,ISHARES 1-5 YR LDRD CORP BD,
182599,RIVE,76940Q105,RIVERVIEW FINANCIAL CORP,1590799
182609,CSJT,15913A101,CHANGSHENG INTERNATIONAL GRO,1451797
182610,VYCO,92921M203,VYCOR MEDICAL INC,1424768
182612,HIX.,08663E308,HORIZONS BETA INVR SP/TSX 60,
182613,TETAA,88165Y200,TETON ADVISORS INC,1444874
182621,ABTI.1,02199U977,ALTEROLA BIOTECH INC -OLD,
182683,SPLB,78464A367,SPDR PORTFO LG TRM CP BD ETF,
182685,BYGRF,10363P104,BOYUAN CONSTRUCTION GROUP,
182700,CYOU,15911M107,CHANGYOU.COM LTD,1458696
182701,OPI,67623C109,OFFICE PROPERTIES INCOME TR,1456772
182730,QAI,45409B107,NYLI HEDGE MULTI-STRAT TRCKR,
182747,MTT,95768A109,WESTERN ASSET MUN DEF OPP TR,1454021
182788,DHCPQ,25501G105,DITECH HOLDING CORP,1040719
182813,VSS,922042718,VANGUARD ALL-WRLD EX-US SMCP,
182823,SOUTF,842813305,SOUTHERN ENERGY CORP,
182826,DMKPQ,00547W307,DMK PHARMACEUTICALS CORP,887247
182853,CWB,78464A359,SPDR BLMBRG BRCLYS CONV SEC,
182871,TYD,25459W565,DIREXION 7-10 YR BULL 3X ETF,
182872,TYO,25459W557,DIREXION 7-10 YR BEAR 3X ETF,
182873,TMF,25460G138,DIREXION 20-PLUS YR BULL 3X,
182874,TMV,25460G849,DIREXION 20 PLUS YR BEAR 3X,
182897,BVTK,10568D302,BRAVATEK SOLUTIONS INC,1449574
182902,CELZ,22529Y408,CREATIVE MED TECH HLDG INC,1187953
182921,NJV,670702109,NUVEEN NJ MUNICIPAL VALUE FD,1454980
182922,NYV,670706100,NUVEEN NY MUNICIPAL VL FD 2,1454981
182924,NPN,67074K105,NUVEEN PA MUNICIPAL VALUE FD,1454978
182925,NCB,6706EB106,NUVEEN CA MUNICIPAL VL FD 2,1454979
182938,CEW,97717W133,WISDOMTREE EMERG CURR STRAT,
182950,MTLFF,59125R106,METALLIS RESOURCES INC,1731018
182960,ABMT,00752M101,ADVANCED BIOMEDICAL TECH INC,1385799
182972,CADIF,127527877,CADILLAC VENTURES INC,1495744
182976,BRF,92189F825,VANECK BRAZIL SMALL-CAP ETF,
182979,HDRSF,43004Y101,HIGHLAND COPPER CO INC,1552157
182986,OPXS,68384X209,OPTEX SYSTEMS HOLDINGS INC,1397016
183029,RC,75574U101,READY CAPITAL CORP,1527590
183036,EOT,27829L105,EATON VANCE NATL MUN OPP TR,1454741
183042,CGBLF,46432D201,ISHARES GOLD BULLION ETF,
183046,FFMH,320148109,FIRST FARMERS & MERCHANTS CP,703329
183054,TUZ,72201R106,PIMCO 1-3 YR US TRES IDX ETF,
183061,EFO,74347X500,PROSHARES ULTRA MSCI EAFE,
183062,EET,74347X302,PROSHARES ULTRA MSCI EMG MKT,
183063,XPP,74347X880,PROSHARES ULTRA FTSE CHN 50,
183064,EZJ,74347X708,PROSHARES ULTRA MSCI JAPAN,
183069,ZDJ.,05560D102,BMO DJIA HEDGED CAD INDX ETF,
183070,ZCN.,05574G109,BMO S&P/TSX CAPPED COMP ETF,
183071,ZFM.,05590L108,BMO MID FEDERAL BOND IDX ETF,
183072,ZUE.,05574C108,BMO S&P 500 HDGD CAD IDX ETF,
183081,MCRO,45409B206,INDEXIQ HEDG MACRO TRCKR ETF,
183085,DENR,25470P102,DISCOVERY ENERGY CORP,1435387
183108,WMC,95790D204,WESTERN ASSET MTG CAPITAL CP,1465885
183112,SRCRF,80918M302,SCORPIO GOLD CORP,1467093
183139,ISDR,46520M204,ISSUER DIRECT CORP,843006
183164,EPV,74348A434,PROSHARES ULTRASH FTSE EUROP,
183166,BZQ,74347G283,PROSHARES ULTRASH MSCI BRAZL,
183174,EMIF,464288216,ISHARES EMRG MRKT INFRST ETF,
183176,EPU,464289842,ISHARES MSCI PERU GL EXP ETF,
183185,XWD.,46430Y108,ISHARES MSCI WORLD INDEX ETF,
183186,XEM.,46430E102,ISHARES MSCI EMRG MKTS ETF,
183187,CPXWF,14042M102,CAPITAL POWER CORP,
183188,HUC.,37963Y102,GLOBAL X CRUDE OIL ETF,
183189,HUG.,37964E105,GLOBAL X GOLD ETF,
183190,HBCJF,37964K101,GLOBAL X SILVER ETF,
183191,HUN.,37964L109,GLOBAL X NATURAL GAS ETF,
183192,UPRO,74347X864,PROSHARES ULTRAPRO S&P500,
183193,SPXU,74349Y845,PROSHARES ULTRAPRO SHT SP500,
183198,IGI,95790A101,WESTERN ASSET INVST GR DF OP,1462586
183204,HZD.,08662X406,BETAPRO SILVER 2X DLY BR ETF,
183205,HZMXF,08662T207,BETAPRO SILVER 2X DAIL B ETF,
183216,QABA,33736Q104,FIRST TR NASDAQ ABA CMNTY BK,
183222,EQL,00162Q205,ALPS EQUAL SECTOR WEIGHT ETF,
183224,CNET,98880R208,ZW DATA ACTION TECHNOLGY INC,1376321
183226,LIM.H,29881C304,EUROTIN INC,
183231,GMICF,786688101,SAGEN MI CANADA INC,
183240,CSM,74347R248,PROSHARES LARGE CAP COR PLUS,
183247,TBNK,88145X108,TERRITORIAL BANCORP INC,1447051
183251,DRN,25459W755,DIREXION DAILY R E BULL 3X,
183252,DRV,25460G419,DIREXION DAILY R E BEAR 3X,
183253,BKBEF.1,09228A104,BLACKBIRD ENERGY INC,
183259,ISVRF,46434E108,ISHARES SILVER BULLION ETF,
183261,ENCTF,29251N401,ENCANTO POTASH CORP,1606435
183269,VIVK,92852R403,VIVAKOR INC,1450704
183283,ADUS,006739106,ADDUS HOMECARE CORP,1468328
183287,TDNT,89616C201,TRIDENT BRANDS INC,1421907
183288,HAF.,37892Y108,GLOBAL X ACT GLBL FIXED INCM,
183296,LRDC,516808102,LAREDO OIL INC,1442492
183302,BUDZ,948508106,WEED INC,1393772
183303,SIVR,003264108,ABRDN PHYSICAL SILVER SH ETF,
183307,SCFFF,84921K105,SPOT COFFEE LTD,
183312,ASPS,L0175J104,ALTISOURCE PORTFOLIO SOLTNS,1462418
183316,HELOF,97536W207,WINSHEAR GOLD CORP,1356452
183322,TXMD,88338N206,THERAPEUTICSMD INC,25743
183324,PMT,70931T103,PENNYMAC MORTGAGE INVEST TR,1464423
183325,TPZ,89147X104,TORTOISE POWER & ENERGY INFR,1408201
183331,SVRZF,74641C202,PURPOSE SILVER BULLION FUND,
183337,CORBF,G39342103,GLOBAL CORD BLOOD CORP,1467808
183358,GXOCF,38742A100,GRANITE OIL CORP,1487519
183364,WLTNF,97263A105,WILTON RESOURCES INC,
183366,H,448579102,HYATT HOTELS CORP,1468174
183377,FTNT,34959E109,FORTINET INC,1262039
183387,NORW,37950E101,GLOBAL X MSCI NORWAY ETF,
183388,STWD,85571B105,STARWOOD PROPERTY TRUST INC,1465128
183407,VNM,92189F817,VANECK VIETNAM ETF,
183450,TBF,74347X849,PROSHARES SHORT 20 YR TRSRY,
